,product_id,name,rating,rating_count,num_flowers,target_price,bonus,name_length,composition_flowers_length,aroma_id,city_id,composition_flowers_id
932,36,Лилия азиатская микс,4.6,599,9.0,576.0,29,20,5.0,11,4,20
153,2003,Букет из 25 роз 40-50 см (Эквадор) premium с зеленью,4.9,602,25.0,8694.0,435,52,14.0,11,3,28
1380,2157,Букет цветов Романтический день,5.0,451,25.0,6524.0,327,31,7.0,1,1,33
831,3593,Букет из 35 кустовых хризантем микс в стильной упаковке,4.7,664,35.0,12143.0,608,55,10.0,8,4,36
1333,4572,Букет из 25 розовых тюльпанов стандарт под ленту,4.7,671,25.0,5018.0,251,48,7.0,1,2,33
388,5188,Букет из 7 красных гладиолусов под ленту,4.8,186,7.0,4271.0,214,40,9.0,3,3,11
1062,5636,Букет цветов Нежная осень,4.6,165,3.0,5933.0,297,25,14.5,8,4,12
603,36,Лилия азиатская микс,4.6,599,9.0,576.0,29,20,5.0,11,5,20
1264,3207,Букет из 35 альстромерий нежный микс в стильной упаковке,5.0,324,35.0,7322.0,367,56,12.0,1,2,1
71,5046,Букет из 25 роз в пастельных тонах 35-40 см (Россия) в упаковке,4.5,155,25.0,4652.0,233,63,4.0,2,3,26
709,2684,Букет цветов Начало урока,5.0,742,3.0,2157.0,108,25,9.0,3,5,11
1276,2086,Букет цветов Единственная,4.8,646,15.0,8856.0,443,25,7.0,1,2,38
223,13,Гвоздика белая,4.5,640,21.0,177.0,9,14,8.0,8,3,2
216,2748,Букет из 35 диантусов (гвоздик) микс в стильной упаковке,4.8,496,35.0,6542.0,328,56,8.0,8,3,2
649,3846,Букет цветов Доверие,4.7,506,35.0,6421.0,322,20,4.0,4,5,18
562,5638,Букет из 3 гербер стандарт микс в упаковке с зеленью,4.8,165,3.0,1943.0,98,52,7.0,7,5,5
734,4358,Букет из сухоцветов Лавандовое поле,4.6,575,3.0,4300.0,215,35,9.0,1,5,32
900,1965,Букет из 7 гербер стандарт микс в стильной упаковке с зеленью,4.9,516,7.0,2777.0,139,61,7.0,7,4,5
1095,3879,Букет из 15 нарциссов в стильной упаковке,4.8,84,15.0,3653.0,183,41,7.0,6,4,22
1101,4450,Букет из 15 тюльпанов стандарт микс под ленту,4.7,586,15.0,2930.0,147,45,7.0,1,4,33
202,5279,Букет цветов Любящее сердце,4.6,167,7.0,2121.0,107,27,8.0,8,3,2
1002,1849,Букет цветов Родимая,4.9,657,9.0,5345.0,268,20,7.0,1,4,38
855,3487,Хризантема Бакарди яркий микс,4.7,742,11.0,366.0,19,29,10.0,8,4,36
772,5437,Букет в шляпной коробке Весна,4.8,185,25.0,4295.0,215,29,7.0,1,5,33
914,47,Гербера стандарт яркий микс,4.7,672,13.0,261.0,14,27,7.0,7,4,5
866,3978,Букет из 25 белых гвоздик в стильной упаковке,4.7,513,25.0,4384.0,220,45,8.0,8,4,2
809,5526,Букет из пионов микс (Сара Бернар) под ленту   15 шт,4.8,185,15.0,9854.0,493,52,4.0,11,5,23
190,2947,Букет из 75 белых кустовых хризантем Сантини в стильной упаковке,4.6,531,49.0,14617.625,732,64,10.0,8,3,36
751,4596,Букет из 25 гипсофил в коробке,5.0,278,25.0,10437.0,522,30,9.0,1,5,8
1016,3492,Лизиантус нежный микс,4.9,546,13.0,524.0,27,21,7.0,1,4,38
1069,564,Гладиолусы микс,5.0,427,13.0,371.0,19,15,9.0,3,4,11
144,3741,Букет из 35 роз яркий микс premium 40-50 см (Эквадор) в стильной упаковке,4.9,460,35.0,10584.0,530,73,4.0,11,3,26
877,2748,Букет из 35 диантусов (гвоздик) микс в стильной упаковке,4.8,496,35.0,5948.0,298,56,8.0,8,4,2
73,3668,Букет цветов  Новые чувства,4.9,927,15.0,5297.0,265,27,4.0,11,3,26
114,5483,Букет из желтых роз 35-40 см (Россия) в упаковке    25 шт,4.6,160,25.0,4652.0,233,57,4.0,2,3,26
1363,2139,Букет из 51 тюльпана пионовидного розового в дизайнерской упаковке,4.9,804,49.0,14617.625,732,66,7.0,1,1,33
434,4574,Букет из 25 белых тюльпанов стандарт под ленту,4.6,869,25.0,4032.0,202,46,7.0,1,3,33
539,5303,Букет цветов Струны сердца,4.6,166,15.0,4090.0,205,26,8.0,8,5,2
1355,1046,Тюльпаны пионовидные розово- желтые,4.6,815,15.0,334.0,17,35,7.0,1,2,33
88,5476,Букет из белых и красных роз (Кения) 35-40 см в упаковке      11 шт,4.8,190,11.0,2720.0,136,67,4.0,11,3,26
681,5094,Букет цветов Летнее поле,4.5,147,10.0,5502.0,276,24,14.5,1,5,37
527,3484,Хризантема Бакарди белая,4.9,608,7.0,366.0,19,24,10.0,8,5,36
1462,132,Гербера мини яркий микс,4.6,351,35.0,250.0,13,23,7.0,7,1,5
497,5301,Букет из 11 белых кустовых хризантем в стильной упаковке,4.9,742,11.0,4085.0,205,56,10.0,8,5,36
408,3377,Букет из гипсофил Сияние,4.5,523,5.0,3344.0,168,24,9.0,1,3,8
119,3677,Букет из 15 красных роз premium 40-50 см (Эквадор) в стильной упаковке,4.7,955,15.0,5528.0,277,70,4.0,11,3,26
1102,5385,Букет из тюльпанов микс стандарт в упаковке      15 шт,4.5,165,15.0,3245.0,163,54,7.0,1,4,33
1446,2591,Букет цветов Пушистые облака,5.0,642,3.0,8269.0,414,28,9.0,10,1,13
1396,3256,Букет из гипсофил Седьмое небо,4.6,353,7.0,5073.0,254,30,9.0,1,1,8
1032,3735,Букет из 51 белой кустовой хризантемы Сантини в стильной упаковке,5.0,562,49.0,12348.0,618,65,10.0,8,4,36
108,4677,Букет из 51 розы 35-40 см (Россия) в пастельных тонах под ленту,5.0,385,49.0,4610.0,231,63,4.0,2,3,26
1120,4453,Букет из 51 тюльпанов стандарт микс под ленту,4.6,632,49.0,5345.0,268,45,7.0,1,4,33
784,4459,Букет цветов Яркие эмоции,4.7,919,49.0,7025.0,352,25,7.0,1,5,33
373,4615,Букет из 25 белых хризантем Сантини в коробке,4.7,105,25.0,7445.0,373,45,10.0,8,3,36
41,5647,Букет из 51 красной розы (Кения) 50 см под ленту,4.6,185,49.0,5160.0,258,48,4.0,11,3,26
2,4657,Букет из 25 альстромерий нежный микс под ленту,5.0,171,25.0,3820.0,191,46,12.0,1,3,1
785,3094,Букет из 101 тюльпана микс стандарт под ленту,4.5,641,49.0,7340.0,367,45,7.0,1,5,33
1166,3592,Букет из 25 кустовых хризантем микс в стильной упаковке,4.5,939,25.0,12289.0,615,55,10.0,8,2,36
743,3288,Букет из гипсофил Утренний иней,4.9,420,15.0,6652.0,333,31,9.0,1,5,8
205,3978,Букет из 25 белых гвоздик в стильной упаковке,4.7,513,25.0,4384.0,220,45,8.0,8,3,2
82,4675,Букет из 51 кремовой розы 35-40 см (Россия) под ленту,5.0,5,49.0,3610.0,181,53,4.0,2,3,26
1039,2947,Букет из 75 белых кустовых хризантем Сантини в стильной упаковке,4.6,531,49.0,14617.625,732,64,10.0,8,4,36
1419,2405,Букет из 15 кустовых хризантем Сантини микс в стильной упаковке,5.0,667,15.0,5244.0,263,63,10.0,8,1,36
1048,1799,Букет из 35 ромашек в стильной упаковке,4.9,397,35.0,9886.0,495,39,7.0,4,4,29
235,5708,Букет из 15 гербер стандарт микс в стильной упаковке с зеленью,4.8,185,15.0,5240.0,262,62,14.5,7,3,6
126,3947,Букет из 51 розы яркий микс 35-40 см (Россия) в стильной упаковке,4.7,629,49.0,6573.0,329,65,4.0,2,3,26
1385,3094,Букет из 101 тюльпана микс стандарт под ленту,4.5,641,49.0,14617.625,732,45,7.0,1,1,33
731,2777,Букет из сухоцветов Хлопковое поле,4.7,685,5.0,6156.0,308,34,9.0,1,5,32
243,1570,Букет из 11 гербер стандарт микс в стильной упаковке,4.8,715,11.0,3969.0,199,52,7.0,7,3,5
957,3479,Маттиола белая и бежевая,5.0,749,13.0,419.0,21,24,7.0,11,4,21
1000,4895,Букет экспресс Бесценная,4.9,656,9.0,5345.0,268,24,7.0,1,4,38
1243,3444,Гортензия зелёная,4.8,549,5.0,1854.0,93,17,9.0,10,2,13
279,4880,Букет цветов Легкий шарм,4.8,166,3.0,4389.0,220,24,9.0,10,3,13
328,3654,Букет из 5 розовых эустом в стильной упаковке,4.7,342,5.0,3460.0,173,45,7.0,1,3,38
1260,3641,Букет цветов Звезда,4.7,370,5.0,1974.0,99,19,12.0,1,2,1
355,3735,Букет из 51 белой кустовой хризантемы Сантини в стильной упаковке,5.0,562,49.0,13582.0,680,65,10.0,8,3,36
1356,1052,Тюльпаны пионовидные розовые,4.6,842,15.0,334.0,17,28,7.0,1,2,33
1098,2044,Букет цветов Родная,4.8,856,9.0,1838.0,92,19,7.0,1,4,33
1453,34,Лилия азиатская оранжевая,4.6,584,11.0,643.0,33,25,5.0,11,1,20
1422,2947,Букет из 75 белых кустовых хризантем Сантини в стильной упаковке,4.6,531,49.0,14617.625,732,64,10.0,8,1,36
997,3650,Букет цветов Спокойствие,5.0,667,9.0,2006.0,101,24,4.0,4,4,18
1154,4734,Букет из 25 розовых пионов (Premium) в стильной упаковке,5.0,165,25.0,14617.625,732,56,4.0,11,4,23
26,2508,Букет из 51 розы нежный микс 35-40 см (Россия) под атласную ленту,5.0,623,49.0,3610.0,181,65,4.0,2,3,26
1358,5386,Букет из пионовидных тюльпанов микс в упаковке     15 шт,4.6,165,15.0,5107.0,256,56,7.0,1,1,33
1341,4453,Букет из 51 тюльпанов стандарт микс под ленту,4.6,632,49.0,9416.0,471,45,7.0,1,2,33
452,2159,Букет цветов Сладкий шепот,4.5,538,49.0,6573.0,329,26,7.0,1,3,33
129,3941,Букет из 51 малиновой розы 35-40 см (Россия) в стильной упаковке,4.9,808,49.0,7025.0,352,64,4.0,2,3,26
987,3541,Альстромерия желтая,4.6,503,11.0,219.0,11,19,12.0,1,4,1
389,5198,Букет цветов Прекрасная пора,4.7,176,5.0,3796.0,190,28,9.0,3,3,11
885,3538,Гвоздика зелёная,5.0,451,21.0,167.0,9,16,8.0,8,4,2
1015,30,Лизиантус микс,4.5,429,13.0,524.0,27,14,7.0,1,4,38
847,2401,Букет из 49 кустовых хризантем Сантини микс в стильной упаковке,4.9,797,49.0,11697.0,585,63,10.0,8,4,36
154,2509,Букет из 9 красных высоких роз premium 60-70 см (Эквадор) в стильной упаковке,4.5,771,9.0,4631.0,232,77,4.0,11,3,26
1359,5422,Букет из белых тюльпанов стандарт в упаковке   25 шт,4.8,198,25.0,6257.0,313,52,7.0,1,1,33
1192,402,Сантини сиреневая,4.6,816,15.0,331.0,17,17,10.0,8,2,36
437,4451,Букет из 25 тюльпанов стандарт микс под ленту,4.6,841,25.0,4032.0,202,45,7.0,1,3,33
268,35,Лилия азиатская белая,4.7,659,9.0,587.0,30,21,5.0,11,3,20
104,4697,Букет из 51 красной и белой розы 35-40 см (Россия) под ленту,5.0,2,49.0,4610.0,231,60,4.0,2,3,26
1471,131,Гвоздика кустовая микс,4.8,555,35.0,203.0,11,22,14.5,8,1,3
488,4139,Корзина цветов из 39 пионов с эвкалиптом,4.9,501,39.0,14617.625,732,40,14.0,11,3,24
504,5049,Букет из 21 хризантемы Бакарди в стильной упаковке,4.6,165,21.0,7434.0,372,50,10.0,8,5,36
1055,141,Подсолнух,4.8,421,6.0,524.0,27,9,9.0,9,4,25
178,3734,Букет из 25 белых кустовых хризантем Сантини в стильной упаковке,4.5,820,25.0,7077.0,354,64,10.0,8,3,36
1135,5498,Букет цветов Скромное обаяние,4.8,159,5.0,3670.0,184,29,4.0,11,4,23
170,3582,Букет из 7 белых кустовых хризантем в стильной упаковке,4.9,558,7.0,3108.0,156,55,10.0,8,3,36
662,3655,Букет из 7 белых эустом в стильной упаковке,4.7,377,7.0,4195.0,210,43,7.0,1,5,38
1261,3390,Букет цветов Мечта,4.5,501,5.0,1974.0,99,18,12.0,1,2,1
765,4607,Букет из 25 красных тюльпанов стандарт под ленту,4.8,938,25.0,3665.0,184,48,7.0,1,5,33
1023,5609,Букет из 11 матрикарий в стильной упаковке,4.8,188,11.0,3402.0,171,42,7.0,1,4,29
1067,5187,Букет из 11 белых гладиолусов под ленту,4.5,166,11.0,5235.0,262,39,9.0,3,4,11
577,3972,Букет из 25 мини гербер микс в стильной упаковке,4.8,387,25.0,5119.0,256,48,7.0,7,5,5
1270,3651,Букет цветов Натура,4.8,614,11.0,3109.0,156,19,4.0,4,2,18
540,3979,Букет из 25 розовых и белых гвоздик в стильной упаковке,5.0,315,25.0,2990.0,150,55,8.0,8,5,2
293,957,Букет из 79 альстромерий микс в стильной упаковке,4.5,613,49.0,14617.625,732,49,12.0,1,3,1
646,4617,Букет из альстромерий нежный микс в коробке,4.6,179,25.0,6731.0,337,43,12.0,1,5,1
644,3539,Альстромерия фиолетовая,4.6,592,9.0,219.0,11,23,12.0,1,5,1
910,3375,Букет цветов Лунная соната,4.6,711,2.0,3497.0,175,26,14.5,7,4,9
1412,2552,Фрезия микс,5.0,338,35.0,308.0,16,11,6.0,10,1,35
402,3422,Букет из сухоцветов Розовая пантера,4.6,320,5.0,11826.0,592,35,9.0,1,3,32
1172,3587,Букет из 15 белых кустовых хризантем в стильной упаковке,4.9,820,15.0,7755.0,388,56,10.0,8,2,36
1096,3880,Букет из 25 нарциссов в стильной упаковке,4.7,57,25.0,5831.0,292,41,7.0,6,4,22
143,1996,Букет из 35 малиновых роз 40-50 см (Эквадор) в упаковке,4.6,923,35.0,10584.0,530,55,4.0,11,3,26
336,3491,Лизиантус сиреневый,4.8,607,9.0,534.0,27,19,7.0,1,3,38
1176,3589,Букет из 19 кустовых хризантем микс в стильной упаковке,4.7,889,19.0,9507.0,476,55,10.0,8,2,36
1130,3095,Букет цветов Важный шаг,4.8,425,49.0,8075.0,404,23,7.0,1,4,33
905,1863,Букет цветов Клубничный сорбет,5.0,672,15.0,3848.0,193,30,7.0,7,4,5
117,3506,Букет из 35 белых роз 35-40 см (Кения) в стильной упаковке,4.6,514,35.0,5303.0,266,58,4.0,11,3,26
834,5049,Букет из 21 хризантемы Бакарди в стильной упаковке,4.6,165,21.0,7434.0,372,50,10.0,8,4,36
683,2004,Букет из 35 матрикарий в дизайнерской упаковке,4.9,630,35.0,9991.0,500,46,7.0,1,5,29
928,3417,Лилия ориентальная нежный микс,4.8,570,11.0,1049.0,53,30,5.0,11,4,20
1350,2127,Букет из 101 розового тюльпана стандарт в дизайнерской упаковке,4.7,707,49.0,14617.625,732,63,7.0,1,2,33
60,3749,Букет цветов Дорогая,4.8,812,5.0,2363.0,119,20,4.0,11,3,26
919,5264,Букет из 11 белых ориентальных лилий в упаковке,4.9,163,11.0,12380.0,619,47,5.0,11,4,20
651,3649,Букет цветов Забота,4.9,591,7.0,1628.0,82,19,4.0,4,5,18
682,5095,Букет цветов Ночной порыв,4.6,166,15.0,6867.0,344,25,13.0,4,5,19
232,5637,Букет из 3 гербер стандарт с эвкалиптом в упаковке,4.2,185,3.0,2247.0,113,50,14.5,7,3,6
1302,3377,Букет из гипсофил Сияние,4.5,523,5.0,3368.0,169,24,9.0,1,2,8
475,5493,Букет цветов Грация лета,4.7,196,9.0,8017.0,401,24,4.0,11,3,23
1473,2396,Букет из 5 кустовых хризантем Балтика микс в стильной упаковке,4.7,920,5.0,3621.0,182,62,10.0,8,1,36
409,4892,Букет экспресс Воздушная,4.5,520,5.0,3344.0,168,24,9.0,1,3,8
702,561,Букет из 15 подсолнухов под ленту,4.8,559,15.0,8279.0,414,33,9.0,9,5,25
1381,4606,Букет из 51 тюльпана стандарт яркий микс под ленту,5.0,791,49.0,9245.0,463,50,7.0,1,1,33
476,5099,Букет цветов Робкая надежда,4.7,175,11.0,9230.0,462,27,4.0,11,3,23
47,5704,Букет из 15 кремовых роз 35-40 см (Россия) под атласную ленту,4.6,165,15.0,2939.0,147,61,4.0,2,3,26
127,2153,Букет из 15 premium роз 60-70 см микс (Эквадор) в упаковке,4.7,689,15.0,6626.0,332,58,4.0,11,3,26
1081,4892,Букет экспресс Воздушная,4.5,520,5.0,3040.0,152,24,9.0,1,4,8
399,3482,Фрезия фиолетовая,4.5,426,21.0,282.0,15,17,6.0,10,3,35
641,2969,Альстромерия нежный микс,4.9,672,15.0,219.0,11,24,12.0,1,5,1
1182,2395,Букет из 25 кустовых хризантем Сантини микс в стильной упаковке,4.5,635,25.0,6640.0,332,63,10.0,8,2,36
329,3655,Букет из 7 белых эустом в стильной упаковке,4.7,377,7.0,4615.0,231,43,7.0,1,3,38
961,4657,Букет из 25 альстромерий нежный микс под ленту,5.0,171,25.0,3490.0,175,46,12.0,1,4,1
1317,5424,Букет из желтых тюльпанов стандарт в упаковке   25 шт,4.8,189,25.0,5227.0,262,53,7.0,1,2,33
673,5554,Букет из 5 хризантем Бакарди в стильной упаковке,4.8,188,5.0,1880.0,94,48,10.0,8,5,36
767,4451,Букет из 25 тюльпанов стандарт микс под ленту,4.6,841,25.0,3665.0,184,45,7.0,1,5,33
20,3528,Букет из 101 красной и белой розы микс 35-40 см (Кения) под ленту,4.9,691,49.0,7140.0,357,65,4.0,11,3,26
253,47,Гербера стандарт яркий микс,4.7,672,13.0,272.0,14,27,7.0,7,3,5
858,77,Хризантема кустовая белая,4.9,540,11.0,366.0,19,25,10.0,8,4,36
204,3981,Букет из 51 розовой и белой гвоздики в стильной упаковке,4.5,413,49.0,5490.0,275,56,8.0,8,3,2
514,3594,Букет из 51 кустовой хризантемы микс в стильной упаковке,5.0,766,49.0,14617.625,732,56,10.0,8,5,36
201,3982,Букет из 25 розовых гвоздик в стильной упаковке,4.7,599,25.0,3290.0,165,47,8.0,8,3,2
320,3650,Букет цветов Спокойствие,5.0,667,9.0,2216.0,111,24,4.0,4,3,18
238,5044,Букет из 9 гербер стандарт микс в стильной упаковке,4.3,164,9.0,3281.0,165,51,7.0,7,3,5
696,2947,Букет из 75 белых кустовых хризантем Сантини в стильной упаковке,4.6,531,49.0,14617.625,732,64,10.0,8,5,36
251,132,Гербера мини яркий микс,4.6,351,35.0,219.0,11,23,7.0,7,3,5
266,3415,Лилия ориентальная розовая,4.7,356,9.0,1154.0,58,26,5.0,11,3,20
1116,5440,Букет в шляпной коробке из 35 тюльпанов стандарт микс,4.8,185,35.0,5345.0,268,53,7.0,1,4,33
940,4880,Букет цветов Легкий шарм,4.8,166,3.0,3980.0,199,24,9.0,10,4,13
125,3123,Букет из 51 белых роз 35-40 см (Кения) в стильной упаковке,4.7,748,49.0,6573.0,329,58,4.0,11,3,26
660,3653,Букет из 5 белых эустом в стильной упаковке,4.5,671,5.0,3145.0,158,43,7.0,1,5,38
600,35,Лилия азиатская белая,4.7,659,9.0,576.0,29,21,5.0,11,5,20
778,4453,Букет из 51 тюльпанов стандарт микс под ленту,4.6,632,49.0,5345.0,268,45,7.0,1,5,33
1127,3094,Букет из 101 тюльпана микс стандарт под ленту,4.5,641,49.0,7340.0,367,45,7.0,1,4,33
685,5049,Букет из 21 хризантемы Бакарди в стильной упаковке,4.6,165,21.0,7434.0,372,50,10.0,8,5,36
853,78,Сантини микс,5.0,944,15.0,240.0,12,12,10.0,8,4,36
621,4987,Букет из 15 альстромерий микс под ленту,5.0,166,15.0,2990.0,150,39,3.0,1,5,36
874,3976,Букет из 15 розовых гвоздик в стильной упаковке с зеленью,4.8,572,15.0,3292.0,165,57,8.0,8,4,2
14,1680,Букет из 25 гербер стандарт микс в стильной упаковке,4.8,530,25.0,5965.0,299,52,7.0,7,3,5
1226,3413,Букет из 11 лилий азиатских микс в стильной упаковке,4.5,359,11.0,7468.0,374,52,5.0,11,2,20
968,3627,Букет из 35 альстромерий яркий микс в  упаковке,4.8,497,35.0,7523.0,377,47,12.0,1,4,1
323,4895,Букет экспресс Бесценная,4.9,656,9.0,5870.0,294,24,7.0,1,3,38
978,4832,Букет цветов Теплые воспоминания,5.0,1,19.0,4610.0,231,32,12.0,1,4,1
671,30,Лизиантус микс,4.5,429,13.0,524.0,27,14,7.0,1,5,38
139,2884,Букет из 101 кремовой розы 35-40 см (Россия) в стильной упаковке,4.5,892,49.0,10269.0,514,64,4.0,2,3,26
40,5475,Букет из красных и розовых роз (Кения) 35-40 см под ленту     15 шт,4.8,192,15.0,3103.0,156,67,4.0,11,3,26
541,5047,Букет из 9 розовых и белых гвоздик в стильной упаковке,4.3,164,9.0,1922.0,97,54,8.0,8,5,2
1326,4457,Букет цветов Прилив чувств,5.0,813,9.0,2970.0,149,26,7.0,1,2,33
357,2405,Букет из 15 кустовых хризантем Сантини микс в стильной упаковке,5.0,667,15.0,4604.0,231,63,10.0,8,3,36
161,2396,Букет из 5 кустовых хризантем Балтика микс в стильной упаковке,4.7,920,5.0,2426.0,122,62,10.0,8,3,36
468,2559,Букет цветов Восторг,5.0,714,5.0,4972.0,249,20,14.0,11,3,24
717,2581,Букет из 15 фрезий микс в стильной упаковке,4.9,328,15.0,4709.0,236,43,6.0,10,5,35
563,3953,Букет из 7 белых мини гербер в стильной упаковке с зеленью,4.7,733,7.0,2252.0,113,58,7.0,7,5,5
955,4233,Букет из 25 маттиол микс в стильной упаковке,4.6,393,25.0,11419.0,571,44,7.0,11,4,21
1347,2136,Букет цветов Твоя фантазия,4.8,579,49.0,13367.0,669,26,7.0,1,2,33
569,5043,Букет из 5 гербер стандарт микс в стильной упаковке,4.2,171,5.0,1733.0,87,51,7.0,7,5,5
260,4902,Букет экспресс Вдохновляющая,4.8,662,3.0,4158.0,208,28,5.0,11,3,20
1007,3656,Букет из 7 розовых эустом в стильной упаковке,4.6,436,7.0,4195.0,210,45,7.0,1,4,38
1287,3734,Букет из 25 белых кустовых хризантем Сантини в стильной упаковке,4.5,820,25.0,6640.0,332,64,10.0,8,2,36
1228,79,Лилия ориентальная белая,4.6,489,9.0,1172.0,59,24,5.0,11,2,20
393,2581,Букет из 15 фрезий микс в стильной упаковке,4.9,328,15.0,5182.0,260,43,6.0,10,3,35
857,49,Хризантема кустовая фиолетовая,4.6,749,5.0,366.0,19,30,10.0,8,4,36
1020,5159,Букет цветов Летний сад,4.6,166,11.0,4400.0,220,23,7.0,1,4,29
431,4461,Букет в шляпной коробке Мягкая   S,4.8,428,15.0,3686.0,185,34,7.0,1,3,33
1296,32,Матрикария,4.8,391,19.0,263.0,14,10,7.0,1,2,29
862,3982,Букет из 25 розовых гвоздик в стильной упаковке,4.7,599,25.0,2990.0,150,47,8.0,8,4,2
1353,97,Тюльпаны малиновые,4.8,536,15.0,238.0,12,18,7.0,1,2,33
1009,1972,Букет из 21 лизиантуса микс в упаковке,4.5,334,21.0,11844.0,593,38,7.0,1,4,38
482,4734,Букет из 25 розовых пионов (Premium) в стильной упаковке,5.0,165,25.0,14617.625,732,56,4.0,11,3,23
1178,3591,Букет из 29 кустовых хризантем нежный микс в стильной упаковке,4.9,857,29.0,14040.0,702,62,10.0,8,2,36
1014,28,Лизиантус фиолетовый,4.6,472,9.0,524.0,27,20,7.0,1,4,38
337,28,Лизиантус фиолетовый,4.6,472,9.0,534.0,27,20,7.0,1,3,38
181,3735,Букет из 51 белой кустовой хризантемы Сантини в стильной упаковке,5.0,562,49.0,13582.0,680,65,10.0,8,3,36
1399,3255,Букет из гипсофил Звёздная дымка,5.0,490,25.0,14617.625,732,32,9.0,1,1,8
1027,2004,Букет из 35 матрикарий в дизайнерской упаковке,4.9,630,35.0,9991.0,500,46,7.0,1,4,29
307,3629,Букет цветов Забвение чувств,4.5,385,21.0,5507.0,276,28,12.0,1,3,1
1387,3095,Букет цветов Важный шаг,4.8,425,49.0,14617.625,732,23,7.0,1,1,33
634,4832,Букет цветов Теплые воспоминания,5.0,1,19.0,4610.0,231,32,12.0,1,5,1
1320,4613,Букет из 51 красного тюльпана стандарт под ленту,4.6,932,49.0,9649.0,483,48,7.0,1,2,33
779,5441,Букет в шляпной коробке из 51 тюльпана стандарт микс,4.9,189,49.0,5975.0,299,52,7.0,1,5,33
756,2044,Букет цветов Родная,4.8,856,9.0,1838.0,92,19,7.0,1,5,33
833,3949,Букет из 35 белых кустовых хризантем Балтика в стильной упаковке,4.9,876,35.0,12143.0,608,64,10.0,8,4,36
1134,5068,Букет цветов Первая любовь,4.7,156,5.0,3670.0,184,26,4.0,11,4,23
1337,4452,Букет из 35 тюльпанов стандарт микс под ленту,4.9,883,35.0,6798.0,340,45,7.0,1,2,33
